conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/skill/S7.3.2,appyling textured or masonry coatings,,,released,,"Examples:
- Plaster surfaces
- Craft ornamental plastering
- Pour terrazzo","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Applying plaster or similar materials to a surface.,S7.3.2
SkillGroup,http://data.europa.eu/esco/skill/S7.3.3,applying protective or decorative solutions or coatings,,,released,,"Examples:
- Paint surfaces 
- Hang wallpaper","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Applying paint, lacquer, wallpaper or other coatings to surfaces or objects using brushes, rollers, paint spray guns or similar equipment.",S7.3.3
SkillGroup,http://data.europa.eu/esco/skill/S7.3.4,installing floor and wall coverings,,,released,,"Examples:
- Lay marquetry
- Lay resilient flooring tiles","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Installing various types of floor and wall coverings, including tiling, carpets, linoleum and parquet.",S7.3.4
SkillGroup,http://data.europa.eu/esco/skill/S8,working with machinery and specialised equipment,"machinery, equipment, vehicles",,released,,"Excludes:
- Interacting with computers","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling, operating and monitoring vehicles, stationary and mobile machinery and precision instrumentation and equipment.",S8
SkillGroup,http://data.europa.eu/esco/skill/S8.0,working with machinery and specialised equipment,"machinery, equipment, vehicles",,released,,"Excludes:
- Interacting with computers","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling, operating and monitoring vehicles, stationary and mobile machinery and precision instrumentation and equipment.",S8.0
SkillGroup,http://data.europa.eu/esco/skill/S8.0.0,working with machinery and specialised equipment,,,released,,"Excludes:
- Interacting with computers","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Controlling, operating and monitoring vehicles, stationary and mobile machinery and precision instrumentation and equipment.",S8.0.0
SkillGroup,http://data.europa.eu/esco/skill/S8.1,operating mobile plant,mobile plant,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Controlling the operation of machinery whose mobility is an integral part of its function, such as earthmoving, agricultural, forestry and lifting equipment.",S8.1
SkillGroup,http://data.europa.eu/esco/skill/S8.1.0,operating mobile plant,mobile plant,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Controlling the operation of machinery whose mobility is an integral part of its function, such as earthmoving, agricultural, forestry and lifting equipment.",S8.1.0
SkillGroup,http://data.europa.eu/esco/skill/S8.1.1,operating earthmoving equipment,,,released,,"Excludes:
- Operating mining, drilling, tunnelling and boring machinery

Examples:
- Drive steel piles
- Operate bulldozer
- Operate front loader
- Operate grader","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Operating equipment for moving, excavating, smoothing or shaping earth",S8.1.1
SkillGroup,http://data.europa.eu/esco/skill/S8.1.2,operating agricultural or forestry equipment,,,released,,"Examples:
- Operate agricultural machinery
- Operate tractor
- Operate forestry machinery","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Operating mobile equipment specifically designed for agricultural or forestry purposes, such as cultivating land or harvesting crops and trees.",S8.1.2
SkillGroup,http://data.europa.eu/esco/skill/S8.1.3,operating lifting or moving equipment,,,released,,"Excludes:
- Operating earthmoving equipment

Examples:
- Operate cranes
- Drive forklift
- Operate chair-lift
- Operate bottom supported cable-propelled vehicles","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Operating equipment for lifting and moving objects, such as cranes, hoists, cable cars and lifting trucks.",S8.1.3
SkillGroup,http://data.europa.eu/esco/skill/S8.2,driving vehicles,,,released,,"Includes driving vehicles on and off road capabilities whose purpose is the transportation of goods or people

Examples:
- Drive at high speed","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Driving vehicles on or off road, such as motorcycles, cars, vans, trucks and buses, for the transportation of goods or people by road.",S8.2
SkillGroup,http://data.europa.eu/esco/skill/S8.2.0,driving vehicles,,,released,,"Includes driving vehicles on and off road capabilities whose purpose is the transportation of goods or people

Examples:
- Drive at high speed","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Driving vehicles on or off road, such as motorcycles, cars, vans, trucks and buses, for the transportation of goods or people by road.",S8.2.0
SkillGroup,http://data.europa.eu/esco/skill/S8.2.1,driving heavy vehicles,,,released,,"Heavy vehicles are those with a total weight above 3,500 kg. (vehicle + load)

Examples:
- Drive ambulance under emergency conditions
- Manoeuvre bus
- Operate dump truck
- Drive funicular","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Driving heavy vehicles, such as heavy trucks and buses, for the transportation of goods or people by road.",S8.2.1
SkillGroup,http://data.europa.eu/esco/skill/S8.2.2,driving light vehicles,,,released,,"Light vehicles are those with a total weight not exceeding 3,500 kg. (vehicle + load)

Examples:
- Drive two-wheeled vehicles
- Drive automatic car","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling the movement of light vehicles such as motorcycles cars, taxis, vans and light trucks.",S8.2.2
SkillGroup,http://data.europa.eu/esco/skill/S8.2.3,operating rail vehicles,,,released,,"Excludes:
- Operating cable propelled vehicles such as funiculars

Examples:
- Drive trams
- Operate railway vehicles
- Shunt rolling stock in marshalling yards","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Controlling the movement of rail vehicles such as trains and trams.,S8.2.3
SkillGroup,http://data.europa.eu/esco/skill/S8.3,operating watercraft,operating ships and boats,,released,2020-12-02T16:19:04.329Z,"Examples:
- Operate mechanical equipment of ships
- Operate small craft
- Use fishing vessel equipment
- Navigate European inland waterways
- Steer vessels","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Operating and controlling the movement of watercraft and underwater vessels, including ships, boats and other types of vessel.",S8.3
SkillGroup,http://data.europa.eu/esco/skill/S8.3.0,operating watercraft,operating ships and boats,,released,,"Examples:
- Operate mechanical equipment of ships
- Operate small craft
- Use fishing vessel equipment
- Navigate European inland waterways
- Steer vessels","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Operating and controlling the movement of watercraft and underwater vessels, including ships, boats and other types of vessel.",S8.3.0
SkillGroup,http://data.europa.eu/esco/skill/S8.4,operating machinery for the extraction and processing of raw materials,extraction and processing of raw materials,,released,,"Excludes:
- Operating centralized process control equipment","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the extraction or processing of raw materials.,S8.4
SkillGroup,http://data.europa.eu/esco/skill/S8.4.0,operating machinery for the extraction and processing of raw materials,extraction and processing of raw materials,,released,,"Excludes:
- Operating centralized process control equipment","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the extraction or processing of raw materials.,S8.4.0
SkillGroup,http://data.europa.eu/esco/skill/S8.4.1,"operating mining, drilling and mineral processing machinery",,,released,,"Excludes:
- Operating mobile earthmoving and transportation equipment
- Operating hand-held and bench drills

Examples:
- Drive tunnel boring machine
- Operate continuous miner
- Operate core drilling equipment
- Tend stone splitting machine","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Operating machinery for the extraction and processing of rocks and minerals, or for drilling and boring wells and tunnels.",S8.4.1
SkillGroup,http://data.europa.eu/esco/skill/S8.4.2,operating metal processing and finishing machinery,,,released,,"Excludes:
- Operating furnaces and smelters

Examples:
- Tend anodising machine
- Tend hot rolling mill
- Tend thread rolling machine","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Operating and tending machinery for the processing and fabrication and finishing of metals and metal stock.,S8.4.2
SkillGroup,http://data.europa.eu/esco/skill/S8.4.3,operating pumping systems or equipment,,,released,,"Examples:
- Operate hydraulic pumps
- Operate latex transfer pump","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Operating machinery and equipment for pumping liquids.,S8.4.3
SkillGroup,http://data.europa.eu/esco/skill/S8.4.4,operating energy production or distribution equipment,,,released,,"Examples:
- Operate gas turbines
- Operate ship propulsion system","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Operating turbines, generators, boilers or power plants to generate rotary motion, electricity and heat. Operating energy transmission systems.",S8.4.4
SkillGroup,http://data.europa.eu/esco/skill/S8.4.5,"operating petroleum, chemical or water processing systems or equipment",,,released,2021-04-27T13:08:08.432Z,"Examples:
- Operate distillation equipment
- Operate biogas plant
- Operate hatchery recirculation system","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Operating machinery for producing, refining or purifying petroleum, chemicals, gases or water.",S8.4.5
SkillGroup,http://data.europa.eu/esco/skill/S8.4.6,operating wood processing and papermaking machinery,,,released,,"Examples:
- Operate wood chipper
- Operate pulper
- Make paper slurry","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Operating machinery for processing wood and timber, and for production of wood pulp and paper.",S8.4.6
SkillGroup,http://data.europa.eu/esco/skill/S8.4.7,"operating kilns, furnaces and drying equipment",,,released,,"Excludes:
- Operation of ovens for cooking food and machines for drying textiles and garments

Examples:
- Control gas-fired furnace for malt roasting
- Operate smelter
- Operate waste incinerator
- Prepare kiln firebox","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Operating, monitoring and adjusting the controls of equipment for heating or drying materials and products at high temperatures, such as kilns or furnaces.",S8.4.7
SkillGroup,http://data.europa.eu/esco/skill/S8.5,operating machinery for the manufacture of products,operating machinery for the manufacture of products,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the manufacture of goods.,S8.5
SkillGroup,http://data.europa.eu/esco/skill/S8.5.0,operating machinery for the manufacture of products,operating machinery for the manufacture of products,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Operating and monitoring various types of mechanically-controlled or computer-controlled stationary machinery for the manufacture of goods.,S8.5.0
SkillGroup,http://data.europa.eu/esco/skill/S8.5.1,operating painting or coating machinery,,,released,,"Excludes:
- Operating handheld tools such as handheld spray guns

Examples:
- Galvanise metal workpiece
- Tend coating machine
- Tend dip tank","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Operating machinery to apply paints or coatings to the surface of products or materials.,S8.5.1
SkillGroup,http://data.europa.eu/esco/skill/S8.5.2,operating packaging machinery,,,released,,"Examples:
- Tend bottle cork machine
- Tend meat packaging machine","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Operating, tending and monitoring machinery for packaging or bottling products.",S8.5.2
SkillGroup,http://data.europa.eu/esco/skill/S8.5.3,"operating machinery for the manufacture and treatment of textiles, fur and leather products",,,released,,"Examples:
- Apply pre-stitching techniques
- Manufacture woven fabrics
- Tend knitting machine","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Operating and tending machinery for the manufacture and treatment of textiles, fur and leather products.",S8.5.3
SkillGroup,http://data.europa.eu/esco/skill/S8.5.4,operating food processing machinery,,,released,,"Excludes:
- Operating handheld tools and bench top kitchen appliances

Examples:
- Operate fish processing equipment
- Tend bakery ovens
- Tend blanching machines","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Operating and tending machinery for the processing of food and other organic materials and for the manufacture of food and related products.,S8.5.4
SkillGroup,http://data.europa.eu/esco/skill/S8.5.5,operating mixing and separating machinery,,,released,,"Excludes:
- Operating handheld tools such as kitchen blenders.

Examples:
- Tend centrifuge machines
- Operate rubber mixing machine
- Tend tumbling barrels","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Operating machinery for mixing, blending and separating liquid or solid materials.",S8.5.5
SkillGroup,http://data.europa.eu/esco/skill/S8.5.6,operating print and photographic production equipment,,,released,,"Examples:
- Operate flexographic printing machine
- Adjust rotogravure press
- Operate collating machine","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Operating and tending machinery for printing and photographic reproduction.,S8.5.6
SkillGroup,http://data.europa.eu/esco/skill/S8.5.7,"operating metal, plastic or rubber forming equipment",,,released,2021-01-21T14:40:09.665Z,"Excludes:
- Operating metal extrusion machines

Examples:
- Tend injection moulding machine
- Tend mouldmaking machines","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Operating and tending machinery to mould, press, or form metal, plastic, rubber or other materials into a particular shape.",S8.5.7
SkillGroup,http://data.europa.eu/esco/skill/S8.5.8,"operating cutting, grinding and smoothing machinery",,,released,,"Examples:
- Operate drill press
- Tend lathe
- Operate table saw","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Operating and tending machinery to cut grind and smooth work pieces made of metal, wood, plastic or various other materials.",S8.5.8
SkillGroup,http://data.europa.eu/esco/skill/S8.6,using precision instrumentation and equipment,,,released,,"Excludes:
- Installing and setting up precision equipment","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling, monitoring, and adjusting precision instrumentation and equipment for a wide range of purposes.",S8.6
SkillGroup,http://data.europa.eu/esco/skill/S8.6.0,using precision instrumentation and equipment,,,released,,"Excludes:
- Installing and setting up precision equipment","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling, monitoring, and adjusting precision instrumentation and equipment for a wide range of purposes.",S8.6.0
SkillGroup,http://data.europa.eu/esco/skill/S8.6.1,operating medical equipment,,,released,,"Excludes:
- Installing and setting up precision equipment
- Operating equipment used in laboratory tests, including pathology

Examples:
- Operate medical imaging equipment
- Operate heart-lung machines","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Controlling, monitoring, and adjusting precision instrumentation and equipment used for diagnosing and treatment of medical conditions.",S8.6.1
SkillGroup,http://data.europa.eu/esco/skill/S8.6.2,operating audio-visual equipment,,,released,2021-03-16T14:30:52.553Z,"Excludes:
- Installing and setting up precision equipment

Examples:
- Operate an audio mixing console
- Operate a camera
- Operate lighting equipment","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling, monitoring, and adjusting precision instrumentation and equipment for recording of sound, video and images, and for use in live performances or exhibitions.",S8.6.2
SkillGroup,http://data.europa.eu/esco/skill/S8.6.3,operating scientific and laboratory equipment,,,released,,"Excludes:
- Installing and setting up precision equipment

Examples:
- Operate microscope
- Use chemical analysis equipment
- Operate meteorological instruments","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling, monitoring, and adjusting precision instrumentation and equipment for the conduct of scientific experiments and diagnostic tests.",S8.6.3
SkillGroup,http://data.europa.eu/esco/skill/S8.6.4,operating communications equipment,,,released,2021-09-16T16:37:34.751Z,"Excludes:
- Installing and setting up precision equipment

Examples:
- Operate broadcast equipment
- Operate radar equipment
- Operate maritime communication equipment","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling, monitoring, and adjusting telecommunication, navigation, radio transmission or broadcasting equipment.",S8.6.4
SkillGroup,http://data.europa.eu/esco/skill/S8.6.5,operating precision industrial equipment,,,released,2020-12-10T16:29:46.835Z,"Excludes:
- Installing and setting up precision equipment

Examples:
- Calibrate mechatronic instruments
- Operate optical assembly equipment","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling, monitoring, and adjusting precision instrumentation and equipment for industrial production.",S8.6.5
SkillGroup,http://data.europa.eu/esco/skill/S8.6.6,using precision measuring equipment,,,released,2020-12-10T17:46:15.65Z,"Excludes:
- Installing and setting up precision equipment

Examples:
- Read electricity meter
- Operate surveying instruments
- Use lensometer","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Using, reading and monitoring instruments and equipment for precise measurement.",S8.6.6
SkillGroup,http://data.europa.eu/esco/skill/S8.7,"installing, maintaining and repairing mechanical equipment",installing and maintaining mechanical equipment,,released,,"Excludes:
- Installing, maintaining and repairing mechatronic or robotic equipment and components","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Installing, maintaining and repairing stationary and mobile mechanical equipment, components and devices.",S8.7
SkillGroup,http://data.europa.eu/esco/skill/S8.7.0,"installing, maintaining and repairing mechanical equipment",installing and maintaining mechanical equipment,,released,,"Excludes:
- Installing, maintaining and repairing mechatronic or robotic equipment and components","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Installing, maintaining and repairing stationary and mobile mechanical equipment, components and devices.",S8.7.0
SkillGroup,http://data.europa.eu/esco/skill/S8.7.1,repairing and installing mechanical equipment,,,released,,"Examples:
- Repair engines
- Repair vessel mechanical systems
- Install mining machinery","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Repairing, dismantling, reassembling and installing stationary and mobile mechanical equipment, components and devices.",S8.7.1
SkillGroup,http://data.europa.eu/esco/skill/S8.7.2,maintaining mechanical equipment,,,released,,"Examples:
- Lubricate engines
- Maintain farm equipment
- Maintain mixer truck","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Perform basic or general maintenance of mechanical equipment, components and devices to ensure continued or optimal functioning.",S8.7.2
SkillGroup,http://data.europa.eu/esco/skill/S8.8,"installing, maintaining and repairing electrical, electronic and precision equipment","installing and maintaining electrical, electronic and precision equipment",,released,,"Excludes:
- Installing computer software, and configuring computer networks","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Installing, setting-up, maintaining and repairing electrical and electronic equipment, and control systems, scientific devices, instrumentation and precision equipment.",S8.8
SkillGroup,http://data.europa.eu/esco/skill/S8.8.0,"installing, maintaining and repairing electrical, electronic and precision equipment","installing and maintaining electrical, electronic and precision equipment",,released,,"Excludes:
- Installing computer software, and configuring computer networks","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Installing, setting-up, maintaining and repairing electrical and electronic equipment, and control systems, scientific devices, instrumentation and precision equipment.",S8.8.0
SkillGroup,http://data.europa.eu/esco/skill/S8.8.1,"installing and repairing electrical, electronic and precision equipment",,,released,2020-12-10T10:29:22.935Z,"Excludes:
- Installing computer software, and configuring computer networks
- Setting up audio-visual equipment

Examples:
- Configure electronic equipment
- Install electric switches
- Install low voltage wiring
- Repair household appliances
- Repair vehicle electrical systems","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Installing, setting-up, and repairing electrical, electronic, mechatronic and precision equipment, and control systems, scientific and medical devices, instrumentation and precision equipment.",S8.8.1
SkillGroup,http://data.europa.eu/esco/skill/S8.8.2,"maintaining electrical, electronic and precision equipment",,,released,2021-03-16T14:31:22.011Z,"Examples:
- Adjust voltage
- Maintain automated lighting equipment
- Maintain medical devices","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Maintaining electrical and electronic and mechatronic equipment, control systems, scientific and medical devices, instrumentation and precision equipment to ensure continued or optimal functioning.",S8.8.2
SkillGroup,http://data.europa.eu/esco/skill/S8.9,operating aircraft,,,released,,"Examples:
- Perform take-off and landing
- Drive helicopter under emergency conditions
- Operate cockpit control panels","http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Controlling the movement of aircraft, including fixed wing aircraft, helicopters and drones.",S8.9
SkillGroup,http://data.europa.eu/esco/skill/S8.9.0,operating aircraft,,,released,,"Examples:
- Perform take-off and landing
- Drive helicopter under emergency conditions
- Operate cockpit control panels","http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Controlling the movement of aircraft, including fixed wing aircraft, helicopters and drones.",S8.9.0
SkillGroup,http://data.europa.eu/esco/skill/T,transversal skills and competences,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,T
SkillGroup,http://data.europa.eu/esco/skill/T1,core skills and competences,basic skills and competences,"reading
literacy
multilinguism
digital literacy
digital competence
foundation skills
numeracy",released,2021-08-30T09:44:37.419Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Skills and competences representing the foundation for interacting with others and for developing and learning as an individual. They comprise the ability to understand, speak, read and write language(s), to work with numbers and measures and to use digital devices and applications.",T1
SkillGroup,http://data.europa.eu/esco/skill/T1.1,mastering languages,"talent for languages
language proficiency
language skills
multilinguism","good language skills
using more than one language
foreign language
second foreign language
clear and articulate pronunciation
listening comprehension
having specific language skills",released,2022-01-12T16:06:32.317Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Communicate through reading, writing, speaking and listening in the mother tongue and/or in a foreign language.",T1.1
SkillGroup,http://data.europa.eu/esco/skill/T1.2,working with numbers and measures,"numeracy and mathematics
carrying out measurements
ability to understand and work with numbers","basic mathematical knowledge
mathematics
affinity for numbers
calculations",released,2021-08-30T13:51:58.932Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Apply numerical and mathematical content, information, ideas and processes to meet basic demands of learning and work. This includes an understanding of numbers, patterns, shape and space, the mathematical language, symbols and procedures, and ways of thinking used to achieve concrete goals.",T1.2
SkillGroup,http://data.europa.eu/esco/skill/T1.3,working with digital devices and applications,"digital and technology-based competences
digital competencies
computer literacy
working with computers","working at the PC
ICT
information and communication technology
IT affinity",released,2021-08-30T13:29:19.698Z,"The cluster is restricted to foundational digital skills increasingly becoming more important in learning, work and private life. It is building on the DigCOMP 2.1 framework, notably proficiency levels 1 and 2 . DigComp 2.1 skills of proficiency level 3 and above are not considered transversal. Skills referring to information and data literacy or media literacy are listed under 2.1.1 Critically evaluate information and its sources. ","http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Carry out simple digital tasks like operating already configured hardware, finding information via web searches, using standard software for communicating or collaborating with others or for creating and editing simple content and choosing between standard measures for protecting devices, personal data and privacy in digital environments.",T1.3
SkillGroup,http://data.europa.eu/esco/skill/T2,thinking skills and competences,"cognitive skills and competences
use of reason and logic",,released,2021-08-30T08:20:35.122Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Skills and competences relating to the ability to apply the mental processes of gathering, conceptualizing, analysing, synthesizing, and/or evaluating information gathered from, or generated by, observation, experience, reflection, reasoning, or communication. They include the ability to evaluate and use information of different kinds to plan activities, achieve goals, solve problems, deal with issues and perform complex tasks in routine and novel ways.",T2
SkillGroup,http://data.europa.eu/esco/skill/T2.1,"processing information, ideas and concepts","processing quantitative information
analysing and interpreting information
processing qualitative information
processing of information",using knowledge and information,released,2021-08-30T13:39:50.945Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Evaluate, input, record, transcribe and update data using electronic or manual information systems. ",T2.1
SkillGroup,http://data.europa.eu/esco/skill/T2.2,planning and organising,"organisational skills
work planning
planning abilities
planning activities
planning skills",planning thinking,released,2021-08-30T14:01:57.38Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Direct activities and tasks, establish schedules and coordinate the activities of groups and individuals to complete objectives on time and within budget.  ",T2.2
SkillGroup,http://data.europa.eu/esco/skill/T2.3,dealing with problems,"addressing problems and issues
problem solving skills","solution-oriented approach
solution and process-oriented thinking",released,2021-08-30T15:44:01.988Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Develop and implement solutions to practical, operational or conceptual problems which arise in the execution of work, in a wide range of contexts.",T2.3
SkillGroup,http://data.europa.eu/esco/skill/T2.4,thinking creatively and innovatively,"carrying out activities in innovative and creative ways
creating new information, concepts, ideas, products, processes",creative solutions,released,2021-08-30T15:44:33.322Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Generate new ideas or combine existing ones to develop innovative, novel solutions.",T2.4
SkillGroup,http://data.europa.eu/esco/skill/T3,self-management skills and competences,"professional attitude
self-control
self-management
self-regulation
self-discipline","self-conquest
professional way of working
professional orientation and perfection
demonstrate self-management
self-discipline",released,2021-08-30T08:11:14.03Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Skills and competences requiring individuals to understand and control their own capabilities and limitations and use this self-awareness to manage activities in a variety of contexts. They include the ability to act reflectively and responsibly, to accept feedback, adapting to change and to seek opportunities for personal and professional development.",T3
SkillGroup,http://data.europa.eu/esco/skill/T3.1,working efficiently,"responding to the requirements of tasks and responsibilities
time-efficient work
efficiency
efficient working style",good time management,released,2021-08-30T16:07:41.362Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills","Achieve objectives independently using optimal amount of time, effort, or cost. ",T3.1
SkillGroup,http://data.europa.eu/esco/skill/T3.2,taking a proactive approach,"proactive personality
be proactive
recognise opportunities
identify opportunities
recognising opportunities","forward-looking thinking
forward-thinking
proactive",released,2021-08-30T16:01:08.179Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Accept responsibilities for managing activities and adopt a forward-looking approach to anticipate problems but also identify opportunities.,T3.2
